Period,Country,Indicator,Value
2021-Q4,Chile,Informality - Social protection definition - Total,15.3
2018-Q1,Bolivia,Wage Employment (% of 15+ population) - Women,15.2
2024-Q1,Costa Rica,Informality - Social protection definition - Men,15.2
2022-Q3,Chile,Informality - Social protection definition - Total,15.2
2022-Q1,Chile,Informality - Social protection definition - Men,15.2
2021-Q1,Chile,Informality - Social protection definition - Women,15.2
2021-Q3,Chile,Informality - Social protection definition - Total,15.1
2022-Q4,Chile,Informality - Social protection definition - Men,15.1
2024-Q1,Chile,Informality - Social protection definition - Men,15.1
2022-Q2,Chile,Informality - Social protection definition - Total,15.1
2021-Q1,Chile,Informality - Social protection definition - Total,15.0
2020-Q2,Costa Rica,Informality - Social protection definition - Men,14.9
2023-Q1,Chile,Informality - Social protection definition - Men,14.9
2021-Q1,Chile,Informality - Social protection definition - Men,14.8
2024-Q2,Chile,Informality - Social protection definition - Men,14.7
2023-Q4,Chile,Informality - Social protection definition - Men,14.7
2023-Q2,Chile,Informality - Social protection definition - Men,14.7
2021-Q2,Chile,Informality - Social protection definition - Women,14.5
2021-Q3,Chile,Informality - Social protection definition - Men,14.4
2021-Q4,Chile,Informality - Social protection definition - Men,14.4
2023-Q4,Costa Rica,Informality - Social protection definition - Men,14.3
2023-Q3,Chile,Informality - Social protection definition - Men,14.3
2024-Q3,Chile,Informality - Social protection definition - Men,14.2
2022-Q2,Chile,Informality - Social protection definition - Men,14.1
2021-Q2,Chile,Informality - Social protection definition - Total,14.1
2020-Q3,Chile,Informality - Social protection definition - Women,14.1
2022-Q3,Chile,Informality - Social protection definition - Men,14.0
2024-Q4,Costa Rica,Informality - Social protection definition - Men,13.9
2021-Q2,Chile,Informality - Social protection definition - Men,13.8
2020-Q3,Chile,Informality - Social protection definition - Total,13.5
2020-Q3,Chile,Informality - Social protection definition - Men,13.0
2020-Q2,Chile,Informality - Social protection definition - Women,12.9
2017-Q1,Uruguay,Informality - Social protection definition - Women,12.8
2016-Q1,Uruguay,Informality - Social protection definition - Women,12.7
2020-Q2,Chile,Informality - Social protection definition - Total,12.6
2016-Q4,Uruguay,Informality - Social protection definition - Men,12.5
2016-Q4,Uruguay,Informality - Social protection definition - Total,12.4
2016-Q2,Uruguay,Informality - Social protection definition - Women,12.4
2016-Q4,Uruguay,Informality - Social protection definition - Women,12.4
2019-Q2,Uruguay,Informality - Social protection definition - Women,12.4
2017-Q1,Uruguay,Informality - Social protection definition - Total,12.4
2020-Q2,Chile,Informality - Social protection definition - Men,12.3
2018-Q2,Uruguay,Informality - Social protection definition - Women,12.1
2018-Q2,Uruguay,Informality - Social protection definition - Total,12.1
2016-Q3,Uruguay,Informality - Social protection definition - Women,12.1
2018-Q2,Uruguay,Informality - Social protection definition - Men,12.1
2016-Q3,Uruguay,Informality - Social protection definition - Men,12.1
2016-Q3,Uruguay,Informality - Social protection definition - Total,12.1
2017-Q4,Uruguay,Informality - Social protection definition - Women,12.0
2017-Q1,Uruguay,Informality - Social protection definition - Men,12.0
2019-Q4,Uruguay,Informality - Social protection definition - Men,12.0
2017-Q3,Uruguay,Informality - Social protection definition - Women,11.9
2016-Q2,Uruguay,Informality - Social protection definition - Total,11.9
2016-Q1,Uruguay,Informality - Social protection definition - Total,11.9
2018-Q4,Uruguay,Informality - Social protection definition - Women,11.9
2017-Q3,Uruguay,Informality - Social protection definition - Total,11.6
2019-Q4,Uruguay,Informality - Social protection definition - Total,11.6
2023-Q4,Uruguay,Informality - Social protection definition - Men,11.5
2017-Q4,Uruguay,Informality - Social protection definition - Total,11.5
2016-Q2,Uruguay,Informality - Social protection definition - Men,11.5
2019-Q1,Uruguay,Informality - Social protection definition - Men,11.4
2019-Q2,Uruguay,Informality - Social protection definition - Total,11.4
2017-Q2,Uruguay,Informality - Social protection definition - Men,11.3
2019-Q4,Uruguay,Informality - Social protection definition - Women,11.3
2023-Q4,Uruguay,Informality - Social protection definition - Total,11.3
2016-Q1,Uruguay,Informality - Social protection definition - Men,11.3
2019-Q1,Uruguay,Informality - Social protection definition - Total,11.3
2017-Q3,Uruguay,Informality - Social protection definition - Men,11.2
2019-Q3,Uruguay,Informality - Social protection definition - Men,11.2
2018-Q1,Uruguay,Informality - Social protection definition - Men,11.2
2017-Q2,Uruguay,Informality - Social protection definition - Total,11.2
2019-Q1,Uruguay,Informality - Social protection definition - Women,11.2
2018-Q1,Uruguay,Informality - Social protection definition - Women,11.2
2018-Q1,Uruguay,Informality - Social protection definition - Total,11.2
2019-Q3,Uruguay,Informality - Social protection definition - Total,11.1
2024-Q2,Uruguay,Informality - Social protection definition - Men,11.1
2023-Q4,Uruguay,Informality - Social protection definition - Women,11.1
2018-Q4,Uruguay,Informality - Social protection definition - Total,11.1
2017-Q4,Uruguay,Informality - Social protection definition - Men,11.1
2017-Q2,Uruguay,Informality - Social protection definition - Women,11.1
2018-Q3,Uruguay,Informality - Social protection definition - Men,11.1
2019-Q3,Uruguay,Informality - Social protection definition - Women,10.9
2023-Q1,Uruguay,Informality - Social protection definition - Men,10.8
2024-Q1,Uruguay,Informality - Social protection definition - Women,10.7
2018-Q3,Uruguay,Informality - Social protection definition - Total,10.7
2024-Q2,Uruguay,Informality - Social protection definition - Total,10.6
2023-Q1,Uruguay,Informality - Social protection definition - Total,10.5
2019-Q2,Uruguay,Informality - Social protection definition - Men,10.5
2024-Q1,Uruguay,Informality - Social protection definition - Total,10.4
2018-Q4,Uruguay,Informality - Social protection definition - Men,10.3
2024-Q1,Uruguay,Informality - Social protection definition - Men,10.2
2023-Q1,Uruguay,Informality - Social protection definition - Women,10.2
2018-Q3,Uruguay,Informality - Social protection definition - Women,10.2
2022-Q1,Uruguay,Informality - Social protection definition - Men,10.1
2022-Q4,Uruguay,Informality - Social protection definition - Women,10.1
2024-Q2,Uruguay,Informality - Social protection definition - Women,10.0
2022-Q4,Uruguay,Informality - Social protection definition - Total,10.0
2022-Q4,Uruguay,Informality - Social protection definition - Men,10.0
2023-Q3,Uruguay,Informality - Social protection definition - Total,9.9
2023-Q3,Uruguay,Informality - Social protection definition - Men,9.9
2022-Q1,Uruguay,Informality - Social protection definition - Total,9.9
2023-Q3,Uruguay,Informality - Social protection definition - Women,9.8
2023-Q2,Uruguay,Informality - Social protection definition - Women,9.7
2022-Q3,Uruguay,Informality - Social protection definition - Men,9.7
2023-Q2,Uruguay,Informality - Social protection definition - Total,9.7
2022-Q1,Uruguay,Informality - Social protection definition - Women,9.7
2023-Q2,Uruguay,Informality - Social protection definition - Men,9.6
2022-Q3,Uruguay,Informality - Social protection definition - Total,9.6
2022-Q3,Uruguay,Informality - Social protection definition - Women,9.5
2022-Q2,Uruguay,Informality - Social protection definition - Women,9.4
2022-Q2,Uruguay,Informality - Social protection definition - Total,8.9
2022-Q2,Uruguay,Informality - Social protection definition - Men,8.5
2016-Q1,Argentina,Informality - Productivity definition - Total,
2016-Q1,Argentina,Informality - Productivity definition - Men,
2016-Q1,Argentina,Informality - Productivity definition - Women,
2016-Q1,Argentina,Informality - Social protection definition - Total,
2016-Q1,Argentina,Informality - Social protection definition - Men,
2016-Q1,Argentina,Informality - Social protection definition - Women,
2016-Q1,Argentina,Wage Employment (% of workers) - Total,
2016-Q1,Argentina,Wage Employment (% of 15+ population) - Total,
2016-Q1,Argentina,Wage Employment (% of workers) - Men,
2016-Q1,Argentina,Wage Employment (% of 15+ population) - Men,
2016-Q1,Argentina,Wage Employment (% of workers) - Women,
2016-Q1,Argentina,Wage Employment (% of 15+ population) - Women,
2016-Q1,Brazil,Informality - Productivity definition - Total,
2016-Q1,Brazil,Informality - Productivity definition - Men,
2016-Q1,Brazil,Informality - Productivity definition - Women,
2016-Q2,Brazil,Informality - Productivity definition - Total,
2016-Q2,Brazil,Informality - Productivity definition - Men,
2016-Q2,Brazil,Informality - Productivity definition - Women,
2020-Q2,Mexico,Informality - Productivity definition - Total,
2020-Q2,Mexico,Informality - Productivity definition - Men,
2020-Q2,Mexico,Informality - Productivity definition - Women,
2020-Q2,Mexico,Informality - Social protection definition - Total,
2020-Q2,Mexico,Informality - Social protection definition - Men,
2020-Q2,Mexico,Informality - Social protection definition - Women,
2020-Q2,Mexico,Wage Employment (% of workers) - Total,
2020-Q2,Mexico,Wage Employment (% of 15+ population) - Total,
2020-Q2,Mexico,Wage Employment (% of workers) - Men,
2020-Q2,Mexico,Wage Employment (% of 15+ population) - Men,
2020-Q2,Mexico,Wage Employment (% of workers) - Women,
2020-Q2,Mexico,Wage Employment (% of 15+ population) - Women,
2020-Q2,El Salvador,Informality - Productivity definition - Total,
2020-Q2,El Salvador,Informality - Productivity definition - Men,
2020-Q2,El Salvador,Informality - Productivity definition - Women,
2020-Q2,El Salvador,Informality - Social protection definition - Total,
2020-Q2,El Salvador,Informality - Social protection definition - Men,
2020-Q2,El Salvador,Informality - Social protection definition - Women,
2020-Q2,El Salvador,Wage Employment (% of workers) - Total,
2020-Q2,El Salvador,Wage Employment (% of 15+ population) - Total,
2020-Q2,El Salvador,Wage Employment (% of workers) - Men,
2020-Q2,El Salvador,Wage Employment (% of 15+ population) - Men,
2020-Q2,El Salvador,Wage Employment (% of workers) - Women,
2020-Q2,El Salvador,Wage Employment (% of 15+ population) - Women,
2022-Q4,Peru,Informality - Productivity definition - Total,
2022-Q4,Peru,Informality - Productivity definition - Men,
2022-Q4,Peru,Informality - Productivity definition - Women,
2023-Q1,Peru,Informality - Productivity definition - Total,
2023-Q1,Peru,Informality - Productivity definition - Men,
2023-Q1,Peru,Informality - Productivity definition - Women,
2023-Q2,Peru,Informality - Productivity definition - Total,
2023-Q2,Peru,Informality - Productivity definition - Men,
2023-Q2,Peru,Informality - Productivity definition - Women,
2023-Q3,Peru,Informality - Productivity definition - Total,
2023-Q3,Peru,Informality - Productivity definition - Men,
2023-Q3,Peru,Informality - Productivity definition - Women,
2023-Q4,Peru,Informality - Productivity definition - Total,
2023-Q4,Peru,Informality - Productivity definition - Men,
2023-Q4,Peru,Informality - Productivity definition - Women,
2024-Q1,Peru,Informality - Productivity definition - Total,
2024-Q1,Peru,Informality - Productivity definition - Men,
2024-Q1,Peru,Informality - Productivity definition - Women,
2024-Q2,Peru,Informality - Productivity definition - Total,
2024-Q2,Peru,Informality - Productivity definition - Men,
2024-Q2,Peru,Informality - Productivity definition - Women,
2024-Q3,Bolivia,Informality - Productivity definition - Total,
2024-Q3,Bolivia,Informality - Productivity definition - Men,
2024-Q3,Bolivia,Informality - Productivity definition - Women,
2024-Q3,Bolivia,Informality - Social protection definition - Total,
2024-Q3,Bolivia,Informality - Social protection definition - Men,
2024-Q3,Bolivia,Informality - Social protection definition - Women,
2024-Q3,Bolivia,Wage Employment (% of workers) - Total,
2024-Q3,Bolivia,Wage Employment (% of 15+ population) - Total,
2024-Q3,Bolivia,Wage Employment (% of workers) - Men,
2024-Q3,Bolivia,Wage Employment (% of 15+ population) - Men,
2024-Q3,Bolivia,Wage Employment (% of workers) - Women,
2024-Q3,Bolivia,Wage Employment (% of 15+ population) - Women,
2024-Q3,Peru,Informality - Productivity definition - Total,
2024-Q3,Peru,Informality - Productivity definition - Men,
2024-Q3,Peru,Informality - Productivity definition - Women,
2024-Q3,Uruguay,Informality - Productivity definition - Total,
2024-Q3,Uruguay,Informality - Productivity definition - Men,
2024-Q3,Uruguay,Informality - Productivity definition - Women,
2024-Q3,Uruguay,Informality - Social protection definition - Total,
2024-Q3,Uruguay,Informality - Social protection definition - Men,
2024-Q3,Uruguay,Informality - Social protection definition - Women,
2024-Q3,Uruguay,Wage Employment (% of workers) - Total,
2024-Q3,Uruguay,Wage Employment (% of 15+ population) - Total,
2024-Q3,Uruguay,Wage Employment (% of workers) - Men,
2024-Q3,Uruguay,Wage Employment (% of 15+ population) - Men,
2024-Q3,Uruguay,Wage Employment (% of workers) - Women,
2024-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,
2024-Q4,Argentina,Informality - Productivity definition - Total,
2024-Q4,Argentina,Informality - Productivity definition - Men,
2024-Q4,Argentina,Informality - Productivity definition - Women,
2024-Q4,Argentina,Informality - Social protection definition - Total,
2024-Q4,Argentina,Informality - Social protection definition - Men,
2024-Q4,Argentina,Informality - Social protection definition - Women,
2024-Q4,Argentina,Wage Employment (% of workers) - Total,
2024-Q4,Argentina,Wage Employment (% of 15+ population) - Total,
2024-Q4,Argentina,Wage Employment (% of workers) - Men,
2024-Q4,Argentina,Wage Employment (% of 15+ population) - Men,
2024-Q4,Argentina,Wage Employment (% of workers) - Women,
2024-Q4,Argentina,Wage Employment (% of 15+ population) - Women,
2024-Q4,Bolivia,Informality - Productivity definition - Total,
2024-Q4,Bolivia,Informality - Productivity definition - Men,
2024-Q4,Bolivia,Informality - Productivity definition - Women,
2024-Q4,Bolivia,Informality - Social protection definition - Total,
2024-Q4,Bolivia,Informality - Social protection definition - Men,
2024-Q4,Bolivia,Informality - Social protection definition - Women,
2024-Q4,Bolivia,Wage Employment (% of workers) - Total,
2024-Q4,Bolivia,Wage Employment (% of 15+ population) - Total,
2024-Q4,Bolivia,Wage Employment (% of workers) - Men,
2024-Q4,Bolivia,Wage Employment (% of 15+ population) - Men,
2024-Q4,Bolivia,Wage Employment (% of workers) - Women,
2024-Q4,Bolivia,Wage Employment (% of 15+ population) - Women,
2024-Q4,Brazil,Informality - Social protection definition - Total,
2024-Q4,Brazil,Informality - Social protection definition - Men,
2024-Q4,Brazil,Informality - Social protection definition - Women,
2024-Q4,Brazil,Wage Employment (% of workers) - Total,
2024-Q4,Brazil,Wage Employment (% of 15+ population) - Total,
2024-Q4,Brazil,Wage Employment (% of workers) - Men,
2024-Q4,Brazil,Wage Employment (% of 15+ population) - Men,
2024-Q4,Brazil,Wage Employment (% of workers) - Women,
2024-Q4,Brazil,Wage Employment (% of 15+ population) - Women,
2024-Q4,Brazil,Informality - Productivity definition - Total,
2024-Q4,Brazil,Informality - Productivity definition - Men,
2024-Q4,Brazil,Informality - Productivity definition - Women,
2024-Q4,Chile,Informality - Productivity definition - Total,
2024-Q4,Chile,Informality - Productivity definition - Men,
2024-Q4,Chile,Informality - Productivity definition - Women,
2024-Q4,Chile,Informality - Social protection definition - Total,
2024-Q4,Chile,Informality - Social protection definition - Men,
2024-Q4,Chile,Informality - Social protection definition - Women,
2024-Q4,Chile,Wage Employment (% of workers) - Total,
2024-Q4,Chile,Wage Employment (% of 15+ population) - Total,
2024-Q4,Chile,Wage Employment (% of workers) - Men,
2024-Q4,Chile,Wage Employment (% of 15+ population) - Men,
2024-Q4,Chile,Wage Employment (% of workers) - Women,
2024-Q4,Chile,Wage Employment (% of 15+ population) - Women,
2024-Q4,Dominican Republic,Informality - Productivity definition - Total,
2024-Q4,Dominican Republic,Informality - Productivity definition - Men,
2024-Q4,Dominican Republic,Informality - Productivity definition - Women,
2024-Q4,Dominican Republic,Informality - Social protection definition - Total,
2024-Q4,Dominican Republic,Informality - Social protection definition - Men,
2024-Q4,Dominican Republic,Informality - Social protection definition - Women,
2024-Q4,Dominican Republic,Wage Employment (% of workers) - Total,
2024-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Total,
2024-Q4,Dominican Republic,Wage Employment (% of workers) - Men,
2024-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Men,
2024-Q4,Dominican Republic,Wage Employment (% of workers) - Women,
2024-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Women,
2024-Q4,Mexico,Informality - Productivity definition - Total,
2024-Q4,Mexico,Informality - Productivity definition - Men,
2024-Q4,Mexico,Informality - Productivity definition - Women,
2024-Q4,Mexico,Informality - Social protection definition - Total,
2024-Q4,Mexico,Informality - Social protection definition - Men,
2024-Q4,Mexico,Informality - Social protection definition - Women,
2024-Q4,Mexico,Wage Employment (% of workers) - Total,
2024-Q4,Mexico,Wage Employment (% of 15+ population) - Total,
2024-Q4,Mexico,Wage Employment (% of workers) - Men,
2024-Q4,Mexico,Wage Employment (% of 15+ population) - Men,
2024-Q4,Mexico,Wage Employment (% of workers) - Women,
2024-Q4,Mexico,Wage Employment (% of 15+ population) - Women,
2024-Q4,Peru,Informality - Productivity definition - Total,
2024-Q4,Peru,Informality - Productivity definition - Men,
2024-Q4,Peru,Informality - Productivity definition - Women,
2024-Q4,Peru,Informality - Social protection definition - Total,
2024-Q4,Peru,Informality - Social protection definition - Men,
2024-Q4,Peru,Informality - Social protection definition - Women,
2024-Q4,Peru,Wage Employment (% of workers) - Total,
2024-Q4,Peru,Wage Employment (% of 15+ population) - Total,
2024-Q4,Peru,Wage Employment (% of workers) - Men,
2024-Q4,Peru,Wage Employment (% of 15+ population) - Men,
2024-Q4,Peru,Wage Employment (% of workers) - Women,
2024-Q4,Peru,Wage Employment (% of 15+ population) - Women,
2024-Q4,Paraguay,Informality - Productivity definition - Total,
2024-Q4,Paraguay,Informality - Productivity definition - Men,
2024-Q4,Paraguay,Informality - Productivity definition - Women,
2024-Q4,Paraguay,Informality - Social protection definition - Total,
2024-Q4,Paraguay,Informality - Social protection definition - Men,
2024-Q4,Paraguay,Informality - Social protection definition - Women,
2024-Q4,Paraguay,Wage Employment (% of workers) - Total,
2024-Q4,Paraguay,Wage Employment (% of 15+ population) - Total,
2024-Q4,Paraguay,Wage Employment (% of workers) - Men,
2024-Q4,Paraguay,Wage Employment (% of 15+ population) - Men,
2024-Q4,Paraguay,Wage Employment (% of workers) - Women,
2024-Q4,Paraguay,Wage Employment (% of 15+ population) - Women,
2024-Q4,Uruguay,Informality - Productivity definition - Total,
2024-Q4,Uruguay,Informality - Productivity definition - Men,
2024-Q4,Uruguay,Informality - Productivity definition - Women,
2024-Q4,Uruguay,Informality - Social protection definition - Total,
2024-Q4,Uruguay,Informality - Social protection definition - Men,
2024-Q4,Uruguay,Informality - Social protection definition - Women,
2024-Q4,Uruguay,Wage Employment (% of workers) - Total,
2024-Q4,Uruguay,Wage Employment (% of 15+ population) - Total,
2024-Q4,Uruguay,Wage Employment (% of workers) - Men,
2024-Q4,Uruguay,Wage Employment (% of 15+ population) - Men,
2024-Q4,Uruguay,Wage Employment (% of workers) - Women,
2024-Q4,Uruguay,Wage Employment (% of 15+ population) - Women,
2020-Q1,Colombia,Informality - Productivity definition - Total,
2020-Q2,Colombia,Informality - Productivity definition - Total,
2020-Q3,Colombia,Informality - Productivity definition - Total,
2020-Q4,Colombia,Informality - Productivity definition - Total,
2020-Q1,Colombia,Informality - Productivity definition - Men,
2020-Q2,Colombia,Informality - Productivity definition - Men,
2020-Q3,Colombia,Informality - Productivity definition - Men,
2020-Q4,Colombia,Informality - Productivity definition - Men,
2020-Q1,Colombia,Informality - Productivity definition - Women,
2020-Q2,Colombia,Informality - Productivity definition - Women,
2020-Q3,Colombia,Informality - Productivity definition - Women,
2020-Q4,Colombia,Informality - Productivity definition - Women,
2020-Q1,Colombia,Informality - Social protection definition - Total,
2020-Q2,Colombia,Informality - Social protection definition - Total,
2020-Q3,Colombia,Informality - Social protection definition - Total,
2020-Q4,Colombia,Informality - Social protection definition - Total,
2020-Q1,Colombia,Informality - Social protection definition - Men,
2020-Q2,Colombia,Informality - Social protection definition - Men,
2020-Q3,Colombia,Informality - Social protection definition - Men,
2020-Q4,Colombia,Informality - Social protection definition - Men,
2020-Q1,Colombia,Informality - Social protection definition - Women,
2020-Q2,Colombia,Informality - Social protection definition - Women,
2020-Q3,Colombia,Informality - Social protection definition - Women,
2020-Q4,Colombia,Informality - Social protection definition - Women,
2020-Q1,Colombia,Wage Employment (% of workers) - Total,
2020-Q2,Colombia,Wage Employment (% of workers) - Total,
2020-Q3,Colombia,Wage Employment (% of workers) - Total,
2020-Q4,Colombia,Wage Employment (% of workers) - Total,
2020-Q1,Colombia,Wage Employment (% of 15+ population) - Total,
2020-Q2,Colombia,Wage Employment (% of 15+ population) - Total,
2020-Q3,Colombia,Wage Employment (% of 15+ population) - Total,
2020-Q4,Colombia,Wage Employment (% of 15+ population) - Total,
2020-Q1,Colombia,Wage Employment (% of workers) - Men,
2020-Q2,Colombia,Wage Employment (% of workers) - Men,
2020-Q3,Colombia,Wage Employment (% of workers) - Men,
2020-Q4,Colombia,Wage Employment (% of workers) - Men,
2020-Q1,Colombia,Wage Employment (% of 15+ population) - Men,
2020-Q2,Colombia,Wage Employment (% of 15+ population) - Men,
2020-Q3,Colombia,Wage Employment (% of 15+ population) - Men,
2020-Q4,Colombia,Wage Employment (% of 15+ population) - Men,
2020-Q1,Colombia,Wage Employment (% of workers) - Women,
2020-Q2,Colombia,Wage Employment (% of workers) - Women,
2020-Q3,Colombia,Wage Employment (% of workers) - Women,
2020-Q4,Colombia,Wage Employment (% of workers) - Women,
2020-Q1,Colombia,Wage Employment (% of 15+ population) - Women,
2020-Q2,Colombia,Wage Employment (% of 15+ population) - Women,
2020-Q3,Colombia,Wage Employment (% of 15+ population) - Women,
2020-Q4,Colombia,Wage Employment (% of 15+ population) - Women,
2024-Q1,El Salvador,Informality - Productivity definition - Total,
2024-Q1,El Salvador,Informality - Productivity definition - Men,
2024-Q1,El Salvador,Informality - Productivity definition - Women,
2024-Q1,El Salvador,Informality - Social protection definition - Total,
2024-Q1,El Salvador,Informality - Social protection definition - Men,
2024-Q1,El Salvador,Informality - Social protection definition - Women,
2024-Q1,El Salvador,Wage Employment (% of workers) - Total,
2024-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,
2024-Q1,El Salvador,Wage Employment (% of workers) - Men,
2024-Q1,El Salvador,Wage Employment (% of 15+ population) - Men,
2024-Q1,El Salvador,Wage Employment (% of workers) - Women,
2024-Q1,El Salvador,Wage Employment (% of 15+ population) - Women,
2020-Q1,Uruguay,Informality - Productivity definition - Total,
2020-Q2,Uruguay,Informality - Productivity definition - Total,
2020-Q3,Uruguay,Informality - Productivity definition - Total,
2020-Q4,Uruguay,Informality - Productivity definition - Total,
2021-Q1,Uruguay,Informality - Productivity definition - Total,
2021-Q2,Uruguay,Informality - Productivity definition - Total,
2021-Q3,Uruguay,Informality - Productivity definition - Total,
2021-Q4,Uruguay,Informality - Productivity definition - Total,
2020-Q1,Uruguay,Informality - Productivity definition - Men,
2020-Q2,Uruguay,Informality - Productivity definition - Men,
2020-Q3,Uruguay,Informality - Productivity definition - Men,
2020-Q4,Uruguay,Informality - Productivity definition - Men,
2021-Q1,Uruguay,Informality - Productivity definition - Men,
2021-Q2,Uruguay,Informality - Productivity definition - Men,
2021-Q3,Uruguay,Informality - Productivity definition - Men,
2021-Q4,Uruguay,Informality - Productivity definition - Men,
2020-Q1,Uruguay,Informality - Productivity definition - Women,
2020-Q2,Uruguay,Informality - Productivity definition - Women,
2020-Q3,Uruguay,Informality - Productivity definition - Women,
2020-Q4,Uruguay,Informality - Productivity definition - Women,
2021-Q1,Uruguay,Informality - Productivity definition - Women,
2021-Q2,Uruguay,Informality - Productivity definition - Women,
2021-Q3,Uruguay,Informality - Productivity definition - Women,
2021-Q4,Uruguay,Informality - Productivity definition - Women,
2020-Q1,Uruguay,Informality - Social protection definition - Total,
2020-Q2,Uruguay,Informality - Social protection definition - Total,
2020-Q3,Uruguay,Informality - Social protection definition - Total,
2020-Q4,Uruguay,Informality - Social protection definition - Total,
2021-Q1,Uruguay,Informality - Social protection definition - Total,
2021-Q2,Uruguay,Informality - Social protection definition - Total,
2021-Q3,Uruguay,Informality - Social protection definition - Total,
2021-Q4,Uruguay,Informality - Social protection definition - Total,
2020-Q1,Uruguay,Informality - Social protection definition - Men,
2020-Q2,Uruguay,Informality - Social protection definition - Men,
2020-Q3,Uruguay,Informality - Social protection definition - Men,
2020-Q4,Uruguay,Informality - Social protection definition - Men,
2021-Q1,Uruguay,Informality - Social protection definition - Men,
2021-Q2,Uruguay,Informality - Social protection definition - Men,
2021-Q3,Uruguay,Informality - Social protection definition - Men,
2021-Q4,Uruguay,Informality - Social protection definition - Men,
2020-Q1,Uruguay,Informality - Social protection definition - Women,
2020-Q2,Uruguay,Informality - Social protection definition - Women,
2020-Q3,Uruguay,Informality - Social protection definition - Women,
2020-Q4,Uruguay,Informality - Social protection definition - Women,
2021-Q1,Uruguay,Informality - Social protection definition - Women,
2021-Q2,Uruguay,Informality - Social protection definition - Women,
2021-Q3,Uruguay,Informality - Social protection definition - Women,
2021-Q4,Uruguay,Informality - Social protection definition - Women,
2020-Q1,Uruguay,Wage Employment (% of workers) - Total,
2020-Q2,Uruguay,Wage Employment (% of workers) - Total,
2020-Q3,Uruguay,Wage Employment (% of workers) - Total,
2020-Q4,Uruguay,Wage Employment (% of workers) - Total,
2021-Q1,Uruguay,Wage Employment (% of workers) - Total,
2021-Q2,Uruguay,Wage Employment (% of workers) - Total,
2021-Q3,Uruguay,Wage Employment (% of workers) - Total,
2021-Q4,Uruguay,Wage Employment (% of workers) - Total,
2020-Q1,Uruguay,Wage Employment (% of 15+ population) - Total,
2020-Q2,Uruguay,Wage Employment (% of 15+ population) - Total,
2020-Q3,Uruguay,Wage Employment (% of 15+ population) - Total,
2020-Q4,Uruguay,Wage Employment (% of 15+ population) - Total,
2021-Q1,Uruguay,Wage Employment (% of 15+ population) - Total,
2021-Q2,Uruguay,Wage Employment (% of 15+ population) - Total,
2021-Q3,Uruguay,Wage Employment (% of 15+ population) - Total,
2021-Q4,Uruguay,Wage Employment (% of 15+ population) - Total,
2020-Q1,Uruguay,Wage Employment (% of workers) - Men,
2020-Q2,Uruguay,Wage Employment (% of workers) - Men,
2020-Q3,Uruguay,Wage Employment (% of workers) - Men,
2020-Q4,Uruguay,Wage Employment (% of workers) - Men,
2021-Q1,Uruguay,Wage Employment (% of workers) - Men,
2021-Q2,Uruguay,Wage Employment (% of workers) - Men,
2021-Q3,Uruguay,Wage Employment (% of workers) - Men,
2021-Q4,Uruguay,Wage Employment (% of workers) - Men,
2020-Q1,Uruguay,Wage Employment (% of 15+ population) - Men,
2020-Q2,Uruguay,Wage Employment (% of 15+ population) - Men,
2020-Q3,Uruguay,Wage Employment (% of 15+ population) - Men,
2020-Q4,Uruguay,Wage Employment (% of 15+ population) - Men,
2021-Q1,Uruguay,Wage Employment (% of 15+ population) - Men,
2021-Q2,Uruguay,Wage Employment (% of 15+ population) - Men,
2021-Q3,Uruguay,Wage Employment (% of 15+ population) - Men,
2021-Q4,Uruguay,Wage Employment (% of 15+ population) - Men,
2020-Q1,Uruguay,Wage Employment (% of workers) - Women,
2020-Q2,Uruguay,Wage Employment (% of workers) - Women,
2020-Q3,Uruguay,Wage Employment (% of workers) - Women,
2020-Q4,Uruguay,Wage Employment (% of workers) - Women,
2021-Q1,Uruguay,Wage Employment (% of workers) - Women,
2021-Q2,Uruguay,Wage Employment (% of workers) - Women,
2021-Q3,Uruguay,Wage Employment (% of workers) - Women,
2021-Q4,Uruguay,Wage Employment (% of workers) - Women,
2020-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,
2020-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,
2020-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,
2020-Q4,Uruguay,Wage Employment (% of 15+ population) - Women,
2021-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,
2021-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,
2021-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,
2021-Q4,Uruguay,Wage Employment (% of 15+ population) - Women,
2016-Q1,Dominican Republic,Informality - Productivity definition - Total,
2016-Q2,Dominican Republic,Informality - Productivity definition - Total,
2016-Q3,Dominican Republic,Informality - Productivity definition - Total,
2016-Q4,Dominican Republic,Informality - Productivity definition - Total,
2016-Q1,Dominican Republic,Informality - Productivity definition - Men,
2016-Q2,Dominican Republic,Informality - Productivity definition - Men,
2016-Q3,Dominican Republic,Informality - Productivity definition - Men,
2016-Q4,Dominican Republic,Informality - Productivity definition - Men,
2016-Q1,Dominican Republic,Informality - Productivity definition - Women,
